txn_id,event_id,entity_id,date,description,item_id,price,qty,debit_acct,credit_acct,amount
730,730,1,2016-02-01,MCDONALD'S #297 | IDP PURCHASE - 4874,,14.35,1,Fast Food,Chequing,14.35
731,731,1,2016-02-01,DEPOSIT INTEREST,,0.96,1,Savings,Interest,0.96
732,732,1,2016-02-01,INTEREST PAYMENT | 24.25,,0,1,Credit Line,Info,0
733,733,1,2016-02-02,TWO IF BY THE S | IDP PURCHASE - 0223,,15.99,1,Lunch,Chequing,15.99
734,734,1,2016-02-02,SPORT CHEK #258 DARTMOUTH NS | (Weights 4x10 lbs and 2x 2.5 lbs and skate guards),,74.21,1,Gear,Visa,74.21
735,735,1,2016-02-03,SUBWAY # 11244 | IDP PURCHASE - 4368,,8.92,1,Lunch,Chequing,8.92
736,736,1,2016-02-03,CHEQUE - # 063,,875,1,Rent,Chequing,875
737,737,1,2016-02-03,CASH ADVANCE INTEREST 21.99%,,0.91,1,Leisure Interest,Visa,0.91
738,738,1,2016-02-03,BLIZZARD ENT*ONL STORE 800-592-5 | 19.99 USD @ 1.4462 (Diablo 3: Reaper of Souls expansion),,28.91,1,Games,Visa,28.91
739,739,1,2016-02-03,SQ *SAINT LOU'S GENTLEMENHalifax NS | (With 20% tip),,33.6,1,Haircut,Visa,33.6
740,740,1,2016-02-04,THAI EXPRESS | IDP PURCHASE - 4886 (With Jeremy and Mosher),,10.9,1,Lunch,Chequing,10.9
741,741,1,2016-02-08,Transfer | WWW TRANSFER - 2610,,500,1,Transfer,Chequing,500
742,742,1,2016-02-06,PAYMENT - THANK YOU / PAIEMENT - MERCI,,500,1,Visa,Transfer,500
743,743,1,2016-02-06,"APL* ITUNES.COM/BILL 800-676-2775 ON | (Birthday present - digital Adele alumn titled ""25"")",,10.99,1,Girls,Visa,10.99
744,744,1,2016-02-07,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.83,1,Snacks,Visa,4.83
745,745,1,2016-02-08,NSLC #2135 | IDP PURCHASE - 4932,,11.37,1,Liquor,Chequing,11.37
746,746,1,2016-02-08,ALEXANDRA'S PIZ | IDP PURCHASE - 3432,,11.62,1,Delivery,Chequing,11.62
747,747,1,2016-02-08,SOBEYS #574 | IDP PURCHASE - 9902,,42.95,1,Food,Chequing,42.95
748,748,1,2016-02-09,SUBWAY # 60595 | IDP PURCHASE - 7485,,8.92,1,Lunch,Chequing,8.92
749,749,1,2016-02-06,STEAMGAMES.COM 425-952-2985,,8.24,1,Games,Visa,8.24
750,750,1,2016-02-10,THAI EXPRESS | IDP PURCHASE - 0172,,10.33,1,Lunch,Chequing,10.33
751,751,1,2016-02-11,KOREA GARDEN | IDP PURCHASE - 4947,,7,1,Lunch,Chequing,7
752,752,1,2016-02-12,SOBEYS #574 | IDP PURCHASE - 1616,,22.99,1,Food,Chequing,22.99
753,753,1,2016-02-12,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
754,754,1,2016-02-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
755,755,1,2016-02-15,TIM HORTONS #17 | IDP PURCHASE - 7736,,6.89,1,Fast Food,Chequing,6.89
756,756,1,2016-02-15,WENTWORTH | IDP PURCHASE - 1776,,12.25,1,Fast Food,Chequing,12.25
757,757,1,2016-02-15,ULTRAMAR # 2301 | IDP PURCHASE - 1822,,13.76,1,Fuel,Chequing,13.76
758,758,1,2016-02-15,WENTWORTH | IDP PURCHASE - 7176,,60,1,Activities,Chequing,60
759,759,1,2016-02-16,GIGANTIC VIDEO | IDP PURCHASE - 8264,,4.84,1,Snacks,Chequing,4.84
760,760,1,2016-02-16,SUBWAY # 60595 | IDP PURCHASE - 0858,,8.92,1,Lunch,Chequing,8.92
761,761,1,2016-02-16,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
762,762,1,2016-02-16,INSURANCE | TD Insurance,,16.25,1,Tenants Insurance,Chequing,16.25
763,763,1,2016-02-16,INSURANCE | TD Insurance,,73.83,1,Car Insurance,Chequing,73.83
764,764,1,2016-02-16,LOAN INTEREST,,36.3,1,Education Interest,Chequing,36.3
765,765,1,2016-02-17,Transfer | WWW TRANSFER - 0398,,21.88,1,Transfer,Chequing,21.88
766,766,1,2016-02-16,PAYMENT - THANK YOU / PAIEMENT - MERCI,,21.88,1,Visa,Transfer,21.88
767,767,1,2016-02-16,INTEREST PAYMENT | 30.22,,0,1,Student Credit,Info,0
768,768,1,2016-02-16,LOANPROTECTOR INSURANCE PREMIUM | 6.08,,0,1,Student Credit,Info,0
769,769,1,2016-02-17,TIM HORTONS #17 | IDP PURCHASE - 5343,,4.36,1,Lunch,Chequing,4.36
770,770,1,2016-02-17,MAMA GRATTI'S D | IDP PURCHASE - 1320,,5.2,1,Lunch,Chequing,5.2
771,771,1,2016-02-17,SOBEYS #574 | IDP PURCHASE - 0116,,18.27,1,Food,Chequing,18.27
772,772,1,2016-02-17,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
773,773,1,2016-02-18,MAMA GRATTI'S D | IDP PURCHASE - 3757,,6.9,1,Lunch,Chequing,6.9
774,774,1,2016-02-18,CHEQUE - # 071,,50,1,Home Parking,Chequing,50
775,775,1,2016-02-18,CHEQUE - # 070 | (Back payment for using parking space at home without paying for 13 months),,650,1,Home Parking,Chequing,650
776,776,1,2016-02-18,Payment | WWW PAYMENT - 7538 EASTLINK,,112.64,1,Internet,Chequing,112.64
777,777,1,2016-02-18,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.48,1,iCloud,Visa,1.48
778,778,1,2016-02-19,GIGANTIC VIDEO | IDP PURCHASE - 9945,,4.83,1,Snacks,Chequing,4.83
779,779,1,2016-02-19,MAMA GRATTI'S D | IDP PURCHASE - 3608,,5.2,1,Lunch,Chequing,5.2
780,780,1,2016-02-20,WATERFRONT DEVELOPMENT COHALIFAX NS | (For work at Citco due to late night testing for ART release),,8.95,1,Parking,Visa,8.95
781,781,1,2016-02-22,HABANEROS MODER | IDP PURCHASE - 9267,,9.42,1,Fast Food,Chequing,9.42
782,782,1,2016-02-22,MANHATTAN PIZZA | IDP PURCHASE - 9255,,9.54,1,Delivery,Chequing,9.54
783,783,1,2016-02-22,MCDONALD'S #565 | IDP PURCHASE - 9108,,11.36,1,Fast Food,Chequing,11.36
784,784,1,2016-02-22,LAWTONS DRUGS # | IDP PURCHASE - 6457,,20,1,Bus,Chequing,20
785,785,1,2016-02-22,YOUNG ST TIGER | IDP PURCHASE - 9429,,21.1,1,Fuel,Chequing,21.1
786,786,1,2016-02-22,YOUNG ST TIGER | IDP PURCHASE - 9429 (Car wash purchased with fuel),,10.91,1,Car Maintenance,Chequing,10.91
787,787,1,2016-02-22,SOBEYS #574 | IDP PURCHASE - 8527,,38.95,1,Food,Chequing,38.95
788,788,1,2016-02-22,Payment | WWW PAYMENT - 2974 TELUS MOBILIT,,131.13,1,Cellphone,Chequing,131.13
789,789,1,2016-02-22,SIMPLETAX.CA 6042565733 BC,,5.75,1,One-Off,Visa,5.75
790,790,1,2016-02-22,STEAMGAMES.COM 425-952-2985,,8.39,1,Games,Visa,8.39
791,791,1,2016-02-24,MAMA GRATTI'S D | IDP PURCHASE - 0210,,7.5,1,Lunch,Chequing,7.5
792,792,1,2016-02-24,Withdrawal | (Spent $45 cash from cash that was given as reimbursement - this is a fake entry to account for that),,45,1,Other Leisure,Chequing,45
793,793,1,2016-02-25,MAMA GRATTI'S D | IDP PURCHASE - 5522,,6.6,1,Lunch,Chequing,6.6
794,794,1,2016-02-25,MCDONALD'S #297 | IDP PURCHASE - 4700,,13.54,1,Fast Food,Chequing,13.54
795,795,1,2016-02-25,THE AUCTION HOUSE HALIFAX NS,,30,1,Bar,Visa,30
796,796,1,2016-02-25,OnStar 888-466-7827 ON | (For Sabina's car's GPS - Not reimbursed),,13.8,1,Girls,Visa,13.8
797,797,1,2016-02-26,MAMA GRATTI'S D | IDP PURCHASE - 9972,,6.9,1,Lunch,Chequing,6.9
798,798,1,2016-02-29,GIGANTIC VIDEO | IDP PURCHASE - 1550,,4.83,1,Snacks,Chequing,4.83
799,799,1,2016-02-29,FRESHII SCOTIA | IDP PURCHASE - 8530,,11.48,1,Lunch,Chequing,11.48
800,800,1,2016-02-29,SOBEYS #574 | IDP PURCHASE - 8450,,40.68,1,Food,Chequing,40.68
801,801,1,2016-02-29,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
802,802,1,2016-02-29,LOAN INTEREST,,28.88,1,Leisure Interest,Chequing,28.88
803,803,1,2016-02-26,BITTER END BAR AND GRILL HALIFAX NS | (Fish n Chips with a beer at Loose cannon on my own),,20.69,1,Restaraunt,Visa,20.69
804,804,1,2016-02-29,Spotify 228010274089-1 Stockholm,,11.49,1,Spotify,Visa,11.49
805,805,1,2016-02-29,PAYMENT - THANK YOU / PAIEMENT - MERCI,,58.37,1,Visa,Transfer,58.37
806,806,1,2016-02-29,INTEREST PAYMENT | 28.88,,0,1,Credit Line,Info,0
807,807,1,2016-03-01,ANNA'S CAFE &amp; G | IDP PURCHASE - 2284 (Soup and Sandwich when not on special),,7.99,1,Lunch,Chequing,7.99
808,808,1,2016-03-01,Transfer | WWW TRANSFER - 9584,,58.37,1,Transfer,Chequing,58.37
809,809,1,2016-03-01,DEPOSIT INTEREST,,0.9,1,Savings,Interest,0.9
810,810,1,2016-03-01,"ONSTAR DATA PLAN -AT&amp;T THORNHILL ON | (For Sabina's car's GPS - Not reimbursed, maybe partly reimbursed with $260 payment - plugged to make work)",,20,1,Girls,Visa,20
811,811,1,2016-03-01,"ONSTAR DATA PLAN -AT&amp;T THORNHILL ON | (For Sabina's car's GPS - Not reimbursed, maybe partly reimbursed with $260 payment - plugged to make work)",,49,1,Transfer,Visa,49
812,812,1,2016-03-02,THAI EXPRESS | IDP PURCHASE - 6461,,10.9,1,Lunch,Chequing,10.9
813,813,1,2016-03-03,TAX REFUND | CANADA,,1767.99,1,Chequing,Tax Refund,1767.99
814,814,1,2016-03-03,Loan Pmt | WWW LOAN PMT - 4175 (Tax refund to leisure line of credit),,1767.99,1,Transfer,Chequing,1767.99
815,815,1,2016-03-03,WWW PMT MIN0-04175 | LoC,,1767.99,1,Credit Line,Transfer,1767.99
816,816,1,2016-03-03,TIM HORTONS #17 | IDP PURCHASE - 2334,,5.74,1,Lunch,Chequing,5.74
817,817,1,2016-03-03,CHEQUE - # 072,,50,1,Home Parking,Chequing,50
818,818,1,2016-03-03,CHEQUE - # 064,,875,1,Rent,Chequing,875
819,819,1,2016-03-03,Loan Pmt | WWW LOAN PMT - 4275 (To Leisure Line of Credit),,82.01,1,Transfer,Chequing,82.01
820,820,1,2016-03-03,WWW PMT MIN0-04275 | LoC,,82.01,1,Credit Line,Transfer,82.01
821,821,1,2016-03-03,Payment | WWW PAYMENT - 5550 N.S. POWER IN,,69.28,1,Power,Chequing,69.28
822,822,1,2016-03-03,C-IDP PURCHASE-9778 | GIGANTIC VIDEO,,4.83,1,Snacks,Chequing,4.83
823,823,1,2016-03-07,SPORT CHEK COMB | IDP PURCHASE - 1774 (2x 2.5 lbs weights),,9.18,1,Gear,Chequing,9.18
824,824,1,2016-03-07,FRESHII SCOTIA | IDP PURCHASE - 2554,,11.48,1,Lunch,Chequing,11.48
825,825,1,2016-03-07,WAL-MART #3636 | IDP PURCHASE - 7852 (Printed photos to send with passport gift),,19.32,1,Girls,Chequing,19.32
826,826,1,2016-03-07,LAWTONS DRUGS # | IDP PURCHASE - 3524,,20,1,Bus,Chequing,20
827,827,1,2016-03-07,APPLE STORE #R514 902-442-3495 NS | (2 metrer iPhone charge cable),,40.25,1,Electronics,Visa,40.25
828,828,1,2016-03-08,LAWTONS DRUGS # | IDP PURCHASE - 4541 (Paper clips),,1.48,1,Housewears,Chequing,1.48
829,829,1,2016-03-08,SOBEYS #574 | IDP PURCHASE - 3092,,6.89,1,Food,Chequing,6.89
830,830,1,2016-03-08,ATLANTIC PHOTO | IDP PURCHASE - 3075 (Printed photos for passport gift),,26.48,1,Girls,Chequing,26.48
831,831,1,2016-03-08,C-IDP PURCHASE-3570 | DESERRES (Glue for passport gift),,6.89,1,Girls,Chequing,6.89
832,832,1,2016-03-08,C-IDP PURCHASE-6484 | PETE'S DRESDEN,,9.2,1,Lunch,Chequing,9.2
833,833,1,2016-03-09,THAI EXPRESS | IDP PURCHASE - 3732,,10.9,1,Lunch,Chequing,10.9
834,834,1,2016-03-09,LAWTONS #114 | IDP PURCHASE - 7556 (Mailed passport gift to Sabina in NYC),,19.36,1,Girls,Chequing,19.36
835,835,1,2016-03-10,FRESHII SCOTIA | IDP PURCHASE - 7990,,9.76,1,Lunch,Chequing,9.76
836,836,1,2016-03-11,MANHATTAN PIZZA | IDP PURCHASE - 2612,,9.04,1,Delivery,Chequing,9.04
837,837,1,2016-03-10,YOUR FATHER'S MOUSTACH HALIFAX NS,,27.44,1,Bar,Visa,27.44
838,838,1,2016-03-13,WWW.STEAMPOWERED.COM LUXEMBOURG,,25,1,Games,Visa,25
839,839,1,2016-03-14,"Deposit | PTB DEP -- HE482852 (Cash reimbursement from Sabina, I think)",,260,1,Chequing,Transfer,260
840,840,1,2016-03-14,FRESHII SCOTIA | IDP PURCHASE - 6491,,9.19,1,Lunch,Chequing,9.19
841,841,1,2016-03-14,THE SOURCE #566 | IDP PURCHASE - 9619 (Batteries for travel clocks),,13.79,1,Housewears,Chequing,13.79
842,842,1,2016-03-14,SOBEYS #574 | IDP PURCHASE - 1622,,118.28,1,Food,Chequing,118.28
843,843,1,2016-03-14,Withdrawal | PTB CB WD- HE480000 (Cash for skating),,20,1,Activities,Chequing,20
844,844,1,2016-03-14,C-IDP PURCHASE-8179 | MCDONALD'S #565,,9.65,1,Fast Food,Chequing,9.65
845,845,1,2016-03-14,C-IDP PURCHASE-0721 | MCDONALD'S #565,,10.11,1,Fast Food,Chequing,10.11
846,846,1,2016-03-14,C-IDP PURCHASE-3527 | NSLC #2135,,11.37,1,Liquor,Chequing,11.37
847,847,1,2016-03-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
848,848,1,2016-03-15,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
849,849,1,2016-03-16,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
850,850,1,2016-03-16,INSURANCE | TD Insurance,,16.25,1,Tenants Insurance,Chequing,16.25
851,851,1,2016-03-16,INSURANCE | TD Insurance,,73.83,1,Car Insurance,Chequing,73.83
852,852,1,2016-03-16,Payment | WWW PAYMENT - 4994 EASTLINK,,112.64,1,Internet,Chequing,112.64
853,853,1,2016-03-16,LOAN INTEREST,,37.98,1,Education Interest,Chequing,37.98
854,854,1,2016-03-16,INTEREST PAYMENT | 31.63,,0,1,Student Credit,Info,0
855,855,1,2016-03-16,LOANPROTECTOR INSURANCE PREMIUM | 6.35,,0,1,Student Credit,Info,0
856,856,1,2016-03-17,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
857,857,1,2016-03-17,SQ *SAILOR BUP'S BARBERSHHalifax NS | (Place Daniel recommended - tipped 25%),,23,1,Haircut,Visa,23
858,858,1,2016-03-17,GAHAN HOUSE HALIFAX NS | (Lunch with work mates),,41.53,1,Bar,Visa,41.53
859,859,1,2016-03-18,APL* ITUNES.COM/BILL 800-676-2775 ON | (Sonic game on Apple TV),,4.59,1,iOS,Visa,4.59
860,860,1,2016-03-18,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.48,1,iCloud,Visa,1.48
861,861,1,2016-03-20,WAXON WAXBAR SPRING GARDEHALIFAX NS | (Back waxing with middle tip option),,68.77,1,Other Leisure,Visa,68.77
862,862,1,2016-03-20,HEAD SHOPPE HALIFAX NS | (Redken shampoo),,35.64,1,Hygiene,Visa,35.64
863,863,1,2016-03-21,MCDONALD'S #206 | IDP PURCHASE - 6662 (With Jeremy),,12.4,1,Fast Food,Chequing,12.4
864,864,1,2016-03-21,THE STUBBORN GO | IDP PURCHASE - 2369 (Burger week),,13.57,1,Lunch,Chequing,13.57
865,865,1,2016-03-21,LAWTONS DRUGS # | IDP PURCHASE - 1946,,20,1,Bus,Chequing,20
866,866,1,2016-03-21,WAL-MART #3636 | IDP PURCHASE - 8767 (Large Bathmat and Icescraper),,30.37,1,Housewears,Chequing,30.37
867,867,1,2016-03-21,Payment | WWW PAYMENT - 1464 TELUS MOBILIT,,121.24,1,Cellphone,Chequing,121.24
868,868,1,2016-03-21,APPLE STORE #R514 902-442-3495 NS | (Car iPhone charge cable),,45.94,1,Electronics,Visa,45.94
869,869,1,2016-03-21,APPLE STORE #R514 902-442-3495 NS | (iPhone charger - 1 meter),,28.75,1,Electronics,Visa,28.75
870,870,1,2016-03-21,APPLE STORE #R514 902-442-3495 NS | (iPhone USB wall plug),,28.75,1,Electronics,Visa,28.75
871,871,1,2016-03-22,THE AUCTION HOU | IDP PURCHASE - 7389 (Burger week with Jeremy),,16.28,1,Lunch,Chequing,16.28
872,872,1,2016-03-23,C-IDP PURCHASE-9671 | ANNA'S CAFE &amp; G,,7.99,1,Lunch,Chequing,7.99
873,873,1,2016-03-24,THAI EXPRESS | IDP PURCHASE - 2756,,10.33,1,Lunch,Chequing,10.33
874,874,1,2016-03-24,SOBEYS #574 | IDP PURCHASE - 5544,,35.23,1,Food,Chequing,35.23
875,875,1,2016-03-25,"LASIK MD HALIFAX HALIFAX NS | (Laser Eye Surgey, put on line of credit)",,4280,1,Uncategorized,Visa,4280
876,876,1,2016-03-25,OnStar 888-466-7827 ON | (For Sabina's car's GPS - Not reimbursed),,13.8,1,Girls,Visa,13.8
877,877,1,2016-03-28,Transfer | WWW TRANSFER - 8014,,15,1,Chequing,Parents,15
878,878,1,2016-03-28,CASINO TAXI 1 | IDP PURCHASE - 9847 (Taxi from Laser Eye Surgery),,9.35,1,Medical,Chequing,9.35
879,879,1,2016-03-28,FRESHII SCOTIA | IDP PURCHASE - 0336,,11.48,1,Lunch,Chequing,11.48
880,880,1,2016-03-28,C-IDP PURCHASE-8356 | SUPERSTORE HALI,,8.37,1,Food,Chequing,8.37
881,881,1,2016-03-28,C-IDP PURCHASE-4144 | MCDONALD'S #206 (On way to Jeremy's),,9.88,1,Fast Food,Chequing,9.88
882,882,1,2016-03-29,THAI EXPRESS | IDP PURCHASE - 8349,,10.9,1,Lunch,Chequing,10.9
883,883,1,2016-03-29,LAWTON DRUGS #1 | IDP PURCHASE - 5256 (Eye drops after Lazik),,17.01,1,Medical,Chequing,17.01
884,884,1,2016-03-29,LAWTON DRUGS #1 | IDP PURCHASE - 0792,,20,1,Bus,Chequing,20
885,885,1,2016-03-29,Spotify 252678479087-1 Stockholm,,11.49,1,Spotify,Visa,11.49
886,886,1,2016-03-30,WWW TFR MIN0-00075 | LoC,,4280,1,Transfer,Credit Line,4280
887,887,1,2016-03-30,Transfer | WWW TRANSFER - 0075,,4280,1,Chequing,Transfer,4280
888,888,1,2016-03-30,SOBEYS #574 | IDP PURCHASE - 3178,,8.99,1,Food,Chequing,8.99
889,889,1,2016-03-30,LOAN INTEREST,,22.7,1,Leisure Interest,Chequing,22.7
890,890,1,2016-03-30,Transfer | WWW TRANSFER - 5016,,4280,1,Transfer,Chequing,4280
891,891,1,2016-03-29,PAYMENT - THANK YOU / PAIEMENT - MERCI | (Lazik Eye Surgery),,4280,1,Visa,Transfer,4280
892,892,1,2016-03-30,VOGUE OPTICAL INC 37 HALIFAX NS | (Non-prescription lenses for old glasses),,56,1,Clothing,Visa,56
893,893,1,2016-03-30,"ONSTAR DATA PLAN -AT&amp;T THORNHILL ON | (Refunded on Apr. 5, 2016)",,69,1,Transfer,Visa,69
894,894,1,2016-03-30,INTEREST PAYMENT | 22.7,,0,1,Credit Line,Info,0
895,895,1,2016-03-31,YOUR FATHER'S M | IDP PURCHASE - 4636 (Wings with Cameo),,24.89,1,Bar,Chequing,24.89
896,896,1,2016-03-31,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
897,897,1,2016-03-31,Transfer | WWW TRANSFER - 6007,,630.6,1,Transfer,Chequing,630.6
898,898,1,2016-03-31,PAYMENT - THANK YOU / PAIEMENT - MERCI,,630.6,1,Visa,Transfer,630.6
899,899,1,2016-04-01,Withdrawal | PTB WD --- HF968840 (Shoe repair - Split withdrawl up) [Betterment],,25,1,Clothing,Chequing,25
900,900,1,2016-04-01,Withdrawal | PTB WD --- HF968840 (Donation - Split withdrawl up),,5,1,Other Leisure,Chequing,5
901,901,1,2016-04-01,Withdrawal | PTB WD --- HF968840 (Split withdrawl up),,10,1,Other Leisure,Chequing,10
902,902,1,2016-04-01,DEPOSIT INTEREST,,0.96,1,Savings,Interest,0.96
903,903,1,2016-04-02,SOBEYS 574 QPS HALIFAX NS | (Lots of groceries for Sabina's arrival),,161.81,1,Food,Visa,161.81
904,904,1,2016-04-02,HALIFAX DEVELOPMENTS HALIFAX NS,,1,1,Parking,Visa,1
905,905,1,2016-04-02,ESSO 6020 YOUNG STREET ESHALIFAX NS | (With small car wash),,25.34,1,Fuel,Visa,25.34
906,906,1,2016-04-02,WAL-MART SUPERCENTER#3636HALIFAX NS | (Stove Kettle and Paper towel holder),,74.68,1,Housewears,Visa,74.68
907,907,1,2016-04-03,HALIFAXDARTMOUTH BRIDG DARTMOUTH NS,,10,1,Tolls,Visa,10
908,908,1,2016-04-03,HALIFAX DEVELOPMENTS HALIFAX NS | (Parking at movies with Sabina),,4,1,Parking,Visa,4
909,909,1,2016-04-03,CINEPLEX 5143 HALIFAX NS | (Movie tickets with Sabina [Batman vs. Superman 3D] - I paid for her ticket),,27,1,Activities,Visa,27
910,910,1,2016-04-03,CINEPLEX 5143 HALIFAX NS | (Movie snacks with Sabina),,17.32,1,Activities,Visa,17.32
911,911,1,2016-04-04,KOREA GARDEN | IDP PURCHASE - 4020,,7,1,Lunch,Chequing,7
912,912,1,2016-04-04,PURCHASE INTEREST 19.99%,,1.89,1,Leisure Interest,Visa,1.89
913,913,1,2016-04-05,KOREA GARDEN | IDP PURCHASE - 5893,,7,1,Lunch,Chequing,7
914,914,1,2016-04-05,SOBEYS #574 | IDP PURCHASE - 8973,,13.65,1,Food,Chequing,13.65
915,915,1,2016-04-05,"ONSTAR DATA PLAN -AT&amp;T THORNHILL ON | (Onstar refund for Mar. 30, 2016 charge)",,69,1,Visa,Transfer,69
916,916,1,2016-04-05,GST | CANADA,,51.11,1,Chequing,HST Rebate,51.11
917,917,1,2016-04-05,CHEQUE - # 073,,50,1,Home Parking,Chequing,50
918,918,1,2016-04-05,CHEQUE - # 065,,875,1,Rent,Chequing,875
919,919,1,2016-04-05,C-IDP PURCHASE-6368 | CINEPLEX #5130 (Movie snacks with Sabina - she paid for one of her snacks),,6.99,1,Activities,Chequing,6.99
920,920,1,2016-04-05,C-IDP PURCHASE-5101 | CINEPLEX #5130 (Movies with Sabina [Deadpool] - she paid for her ticket),,11.71,1,Activities,Chequing,11.71
921,921,1,2016-04-06,TWO IF BY THE S | IDP PURCHASE - 0879,,9.24,1,Lunch,Chequing,9.24
922,922,1,2016-04-06,C-IDP PURCHASE-6625 | SUPERSTORE HALI (Grocery items for meal for Sabina),,24.14,1,Food,Chequing,24.14
923,923,1,2016-04-07,THAI EXPRESS | IDP PURCHASE - 1878,,10.33,1,Lunch,Chequing,10.33
924,924,1,2016-04-07,LAWTONS DRUGS # | IDP PURCHASE - 5556,,20,1,Bus,Chequing,20
925,925,1,2016-04-07,SOBEYS #574 | IDP PURCHASE - 2708 (Toppings for crepes Sabina made),,21.85,1,Food,Chequing,21.85
926,926,1,2016-04-08,APL* ITUNES.COM/BILL 800-676-2775 ON | (Movie rental - Iron Man 2),,4.99,1,Activities,Visa,4.99
927,927,1,2016-04-08,NSLC #2120 HALIFAX NS | (Wine),,13.49,1,Liquor,Visa,13.49
928,928,1,2016-04-09,LE BISTRO BY LIZ HALIFAX NS | (With Sabina),,110.12,1,Restaraunt,Visa,110.12
929,929,1,2016-04-09,TABOO NIGHTCLUB HALIFAX NS | (With Sabina - $20 tip to Brian),,35.5,1,Bar,Visa,35.5
930,930,1,2016-04-09,CHEERS BAR GRILL HALIFAX NS | (With Sabina),,12.6,1,Bar,Visa,12.6
931,931,1,2016-04-09,CASINO TAXI 2 HALIFAX NS | (Home from Taboo),,8.56,1,Bar,Visa,8.56
932,932,1,2016-04-09,CASINO TAXI 1 HALIFAX NS | (To Gahan house),,8.82,1,Bar,Visa,8.82
933,933,1,2016-04-09,CASINO TAXI 1 HALIFAX NS | (Home from Gahan house),,8.91,1,Bar,Visa,8.91
934,934,1,2016-04-10,MANHATTAN PIZZA HALIFAX NS | (Fish n Chip with small fry [Sabina asked for the fish to be extra crispy]),,15.18,1,Delivery,Visa,15.18
935,935,1,2016-04-10,"GAHAN HOUSE HALIFAX NS | (With Sabina, Jeremy, & Carissa)",,78.48,1,Bar,Visa,78.48
936,936,1,2016-04-10,SONGS KOREAN RESTAURAN HALIFAX NS | (Pick up with Sabina - while watching Thor),,57.99,1,Restaraunt,Visa,57.99
937,937,1,2016-04-11,WAL-MART #3636 | IDP PURCHASE - 4880 (Cliff bars),,6.97,1,Food,Chequing,6.97
938,938,1,2016-04-11,THAI EXPRESS | IDP PURCHASE - 0645,,10.33,1,Lunch,Chequing,10.33
939,939,1,2016-04-11,APL* ITUNES.COM/BILL 800-676-2775 ON | (Movie rental - Thor),,4.99,1,Activities,Visa,4.99
940,940,1,2016-04-12,KOREA GARDEN | IDP PURCHASE - 4625,,7,1,Lunch,Chequing,7
941,941,1,2016-04-13,C-IDP PURCHASE-7904 | ANNA'S CAFE &amp; G,,8.9,1,Lunch,Chequing,8.9
942,942,1,2016-04-14,JANICE'S CUSTOM | IDP PURCHASE - 4760 (Lululemon sweat pants hemming [Betterment]),,11.5,1,Clothing,Chequing,11.5
943,943,1,2016-04-14,C-IDP PURCHASE-5285 | PAVIA GALLERY E,,10.05,1,Lunch,Chequing,10.05
944,944,1,2016-04-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
945,945,1,2016-04-15,KOREA GARDEN | IDP PURCHASE - 3287,,7.69,1,Lunch,Chequing,7.69
946,946,1,2016-04-15,MANHATTAN PIZZA | IDP PURCHASE - 9317 (Fish n Chip with small fry [Should have asked for extra crispy fish]),,12.54,1,Delivery,Chequing,12.54
947,947,1,2016-04-15,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
948,948,1,2016-04-15,C-IDP PURCHASE-1368 | TIM HORTONS #17 (Got before work),,6.86,1,Lunch,Chequing,6.86
949,949,1,2016-04-16,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,11.62,1,Delivery,Visa,11.62
950,950,1,2016-04-17,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.84,1,Snacks,Visa,4.84
951,951,1,2016-04-18,SOBEYS #574 | IDP PURCHASE - 1048,,33.27,1,Food,Chequing,33.27
952,952,1,2016-04-18,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
953,953,1,2016-04-18,INSURANCE | TD Insurance,,16.25,1,Tenants Insurance,Chequing,16.25
954,954,1,2016-04-18,INSURANCE | TD Insurance,,73.83,1,Car Insurance,Chequing,73.83
955,955,1,2016-04-18,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
956,956,1,2016-04-18,Payment | WWW PAYMENT - 8376 EASTLINK,,112.64,1,Internet,Chequing,112.64
957,957,1,2016-04-18,C-IDP PURCHASE-5502 | MCDONALD'S #297,,6.31,1,Lunch,Chequing,6.31
